sheet,cell,names,label,dv_type,dv_op,dv_formula,status,implemented_in
Income Details,AD155,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AE155,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AF155,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AG155,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AH155,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AI155,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AJ155,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AK155,,,whole,,0,TO_IMPLEMENT,
Income Details,AL155,,,whole,,0,TO_IMPLEMENT,
Income Details,AM155,,,whole,,0,TO_IMPLEMENT,
Income Details,AB154,IncD.Section80GGA,5o,whole,,0,TO_IMPLEMENT,
Income Details,AC154,,5o,whole,,0,TO_IMPLEMENT,
Income Details,AD154,,5o,whole,,0,TO_IMPLEMENT,
Income Details,AE154,,5o,whole,,0,TO_IMPLEMENT,
Income Details,AF154,,5o,whole,,0,TO_IMPLEMENT,
Income Details,AG154,,5o,whole,,0,TO_IMPLEMENT,
Income Details,AH154,,5o,whole,,0,TO_IMPLEMENT,
Income Details,AI154,,5o,whole,,0,TO_IMPLEMENT,
Income Details,AJ154,,5o,whole,,0,TO_IMPLEMENT,
Income Details,AK154,,,whole,,0,TO_IMPLEMENT,
Income Details,AL154,,,whole,,0,TO_IMPLEMENT,
Income Details,AM154,,,whole,,0,TO_IMPLEMENT,
Income Details,AB152,IncD.Section80GG,5n,whole,,0,TO_IMPLEMENT,
Income Details,AC152,,5n,whole,,0,TO_IMPLEMENT,
Income Details,AD152,,5n,whole,,0,TO_IMPLEMENT,
Income Details,AE152,,5n,whole,,0,TO_IMPLEMENT,
Income Details,AF152,,5n,whole,,0,TO_IMPLEMENT,
Income Details,AG152,,5n,whole,,0,TO_IMPLEMENT,
Income Details,AH152,,5n,whole,,0,TO_IMPLEMENT,
Income Details,AI152,,5n,whole,,0,TO_IMPLEMENT,
Income Details,AJ152,,5n,whole,,0,TO_IMPLEMENT,
Income Details,AK152,,,whole,,0,TO_IMPLEMENT,
Income Details,AL152,,,whole,,0,TO_IMPLEMENT,
Income Details,AM152,,,whole,,0,TO_IMPLEMENT,
Income Details,AB151,IncD.Section80G,5m,whole,,0,TO_IMPLEMENT,
Income Details,AC151,,5m,whole,,0,TO_IMPLEMENT,
Income Details,AD151,,5m,whole,,0,TO_IMPLEMENT,
Income Details,AE151,,5m,whole,,0,TO_IMPLEMENT,
Income Details,AF151,,5m,whole,,0,TO_IMPLEMENT,
Income Details,AG151,,5m,whole,,0,TO_IMPLEMENT,
Income Details,AH151,,5m,whole,,0,TO_IMPLEMENT,
Income Details,AI151,,5m,whole,,0,TO_IMPLEMENT,
Income Details,AJ151,,5m,whole,,0,TO_IMPLEMENT,
Income Details,AK151,,,whole,,0,TO_IMPLEMENT,
Income Details,AL151,,,whole,,0,TO_IMPLEMENT,
Income Details,AM151,,,whole,,0,TO_IMPLEMENT,
Income Details,AB147,IncD.Section80E,5i,whole,,0,TO_IMPLEMENT,
Income Details,AC147,,5i,whole,,0,TO_IMPLEMENT,
Income Details,AD147,,5i,whole,,0,TO_IMPLEMENT,
Income Details,AE147,,5i,whole,,0,TO_IMPLEMENT,
Income Details,AF147,,5i,whole,,0,TO_IMPLEMENT,
Income Details,AG147,,5i,whole,,0,TO_IMPLEMENT,
Income Details,AH147,,5i,whole,,0,TO_IMPLEMENT,
Income Details,AI147,,5i,whole,,0,TO_IMPLEMENT,
Income Details,AJ147,,5i,whole,,0,TO_IMPLEMENT,
Income Details,AK147,,,whole,,0,TO_IMPLEMENT,
Income Details,AL147,,,whole,,0,TO_IMPLEMENT,
Income Details,AM147,,,whole,,0,TO_IMPLEMENT,
Income Details,AM145,,,whole,,0,TO_IMPLEMENT,
Income Details,AM146,,,whole,,0,TO_IMPLEMENT,
Income Details,AB145,IncD.Section80DDB,5h,whole,,0,TO_IMPLEMENT,
Income Details,AB144,IncD.Section80DD,5g,whole,,0,TO_IMPLEMENT,
Income Details,AC144,,5g,whole,,0,TO_IMPLEMENT,
Income Details,AD144,,5g,whole,,0,TO_IMPLEMENT,
Income Details,AE144,,5g,whole,,0,TO_IMPLEMENT,
Income Details,AF144,,5g,whole,,0,TO_IMPLEMENT,
Income Details,AG144,,5g,whole,,0,TO_IMPLEMENT,
Income Details,AH144,,5g,whole,,0,TO_IMPLEMENT,
Income Details,AI144,,5g,whole,,0,TO_IMPLEMENT,
Income Details,AJ144,,5g,whole,,0,TO_IMPLEMENT,
Income Details,AK144,,,whole,,0,TO_IMPLEMENT,
Income Details,AL144,,,whole,,0,TO_IMPLEMENT,
Income Details,AM144,,,whole,,0,TO_IMPLEMENT,
Income Details,AM142,,,whole,,0,TO_IMPLEMENT,
Income Details,AM143,,,whole,,0,TO_IMPLEMENT,
Income Details,E18,sheet1.ResidenceNo,Flat / Door / Block No.,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,W20,sheet1.LocalityOrArea,Area / Locality,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,X20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,Y20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,Z20,,Name of Premises / Building / Village,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AA20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AB20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AC20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AD20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AE20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AF20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AG20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AH20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AI20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AJ20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AK20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AL20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AM20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,E20,sheet1.RoadOrStreet,Road / Street/ Post Office,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,F20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,G20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,H20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,I20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,J20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,K20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,L20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,M20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,N20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,O20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,P20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,Q20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,R20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,S20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,T20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,U20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,V20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,Y7,sheet1.SurNameOrOrgName,Last Name,textLength,lessThanOrEqual,75,TO_IMPLEMENT,
Income Details,O7,sheet1.MiddleName,Middle Name,textLength,lessThanOrEqual,25,TO_IMPLEMENT,
Income Details,P7,,,textLength,lessThanOrEqual,25,TO_IMPLEMENT,
Income Details,Q7,,,textLength,lessThanOrEqual,25,TO_IMPLEMENT,
Income Details,R7,,,textLength,lessThanOrEqual,25,TO_IMPLEMENT,
Income Details,S7,,,textLength,lessThanOrEqual,25,TO_IMPLEMENT,
Income Details,T7,,,textLength,lessThanOrEqual,25,TO_IMPLEMENT,
Income Details,U7,,,textLength,lessThanOrEqual,25,TO_IMPLEMENT,
Income Details,V7,,,textLength,lessThanOrEqual,25,TO_IMPLEMENT,
Income Details,W7,,,textLength,lessThanOrEqual,25,TO_IMPLEMENT,
Income Details,X7,,,textLength,lessThanOrEqual,25,TO_IMPLEMENT,
Income Details,AB115,IncD.Section80C,5a,whole,,0,TO_IMPLEMENT,
Income Details,AB137,IncD.Section80CCD,5e,whole,,0,TO_IMPLEMENT,
Income Details,AC137,,5e,whole,,0,TO_IMPLEMENT,
Income Details,AD137,,5e,whole,,0,TO_IMPLEMENT,
Income Details,AE137,,5e,whole,,0,TO_IMPLEMENT,
Income Details,AF137,,5e,whole,,0,TO_IMPLEMENT,
Income Details,AG137,,5e,whole,,0,TO_IMPLEMENT,
Income Details,AH137,,5e,whole,,0,TO_IMPLEMENT,
Income Details,AI137,,5e,whole,,0,TO_IMPLEMENT,
Income Details,AJ137,,5e,whole,,0,TO_IMPLEMENT,
Income Details,AK137,,,whole,,0,TO_IMPLEMENT,
Income Details,AL137,,,whole,,0,TO_IMPLEMENT,
Income Details,AM137,,,whole,,0,TO_IMPLEMENT,
Income Details,AM140,,,whole,,0,TO_IMPLEMENT,
Income Details,AB156,IncD.Section80QQB,5p,whole,,0,TO_IMPLEMENT,
Income Details,AC156,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AD156,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AE156,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AF156,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AG156,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AH156,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AI156,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AJ156,,5p,whole,,0,TO_IMPLEMENT,
Income Details,AK156,,,whole,,0,TO_IMPLEMENT,
Income Details,AL156,,,whole,,0,TO_IMPLEMENT,
Income Details,AM156,,,whole,,0,TO_IMPLEMENT,
Income Details,AM160,,,whole,,0,TO_IMPLEMENT,
Income Details,AM161,,,whole,,0,TO_IMPLEMENT,
Income Details,AM162,,,whole,,0,TO_IMPLEMENT,
Income Details,AB160,IncD.Section80U,5s,whole,,0,TO_IMPLEMENT,
Income Details,AC160,,5s,whole,,0,TO_IMPLEMENT,
Income Details,AD160,,5s,whole,,0,TO_IMPLEMENT,
Income Details,AE160,,5s,whole,,0,TO_IMPLEMENT,
Income Details,AF160,,5s,whole,,0,TO_IMPLEMENT,
Income Details,AG160,,5s,whole,,0,TO_IMPLEMENT,
Income Details,AH160,,5s,whole,,0,TO_IMPLEMENT,
Income Details,AI160,,5s,whole,,0,TO_IMPLEMENT,
Income Details,AJ160,,5s,whole,,0,TO_IMPLEMENT,
Income Details,AK160,,,whole,,0,TO_IMPLEMENT,
Income Details,AL160,,,whole,,0,TO_IMPLEMENT,
Income Details,AB157,IncD.Section80RRB,5q,whole,,0,TO_IMPLEMENT,
Income Details,AC157,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AD157,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AE157,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AF157,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AG157,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AH157,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AI157,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AJ157,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AK157,,,whole,,0,TO_IMPLEMENT,
Income Details,AL157,,,whole,,0,TO_IMPLEMENT,
Income Details,AM157,,,whole,,0,TO_IMPLEMENT,
Income Details,AM158,,,whole,,0,TO_IMPLEMENT,
Income Details,AM159,,,whole,,0,TO_IMPLEMENT,
Income Details,AB163,IncD.TotalChapVIADeductions_Input,C1,whole,,0,TO_IMPLEMENT,
Income Details,AC163,,C1,whole,,0,TO_IMPLEMENT,
Income Details,AD163,,C1,whole,,0,TO_IMPLEMENT,
Income Details,AE163,,C1,whole,,0,TO_IMPLEMENT,
Income Details,AF163,,C1,whole,,0,TO_IMPLEMENT,
Income Details,AG163,,C1,whole,,0,TO_IMPLEMENT,
Income Details,AH163,,C1,whole,,0,TO_IMPLEMENT,
Income Details,AI163,,C1,whole,,0,TO_IMPLEMENT,
Income Details,AJ163,,C1,whole,,0,TO_IMPLEMENT,
Income Details,AK163,,,whole,,0,TO_IMPLEMENT,
Income Details,AL163,,,whole,,0,TO_IMPLEMENT,
Income Details,AM163,,,whole,,0,TO_IMPLEMENT,
Income Details,AO164,IncD.TotalIncome,,whole,,-99999999999999,TO_IMPLEMENT,
Income Details,AO165,IncD.TotalIncome_New,C2,whole,,-99999999999999,TO_IMPLEMENT,
Income Details,AO191,IncD.TotTaxPlusIntrstPay,D11,whole,,0,TO_IMPLEMENT,
Income Details,AO186,IncD.IntrstPayUs234B,D8,whole,,0,TO_IMPLEMENT,
Income Details,AP186,,D8,whole,,0,TO_IMPLEMENT,
Income Details,AQ186,,D8,whole,,0,TO_IMPLEMENT,
Income Details,AR186,,D8,whole,,0,TO_IMPLEMENT,
Income Details,AS186,,D8,whole,,0,TO_IMPLEMENT,
Income Details,AT186,,D8,whole,,0,TO_IMPLEMENT,
Income Details,AU186,,D8,whole,,0,TO_IMPLEMENT,
Income Details,AV186,,D8,whole,,0,TO_IMPLEMENT,
Income Details,AW186,,D8,whole,,0,TO_IMPLEMENT,
Income Details,AO185,IncD.IntrstPayUs234A,D7,whole,,0,TO_IMPLEMENT,
Income Details,AP185,,D7,whole,,0,TO_IMPLEMENT,
Income Details,AQ185,,D7,whole,,0,TO_IMPLEMENT,
Income Details,AR185,,D7,whole,,0,TO_IMPLEMENT,
Income Details,AS185,,D7,whole,,0,TO_IMPLEMENT,
Income Details,AT185,,D7,whole,,0,TO_IMPLEMENT,
Income Details,AU185,,D7,whole,,0,TO_IMPLEMENT,
Income Details,AV185,,D7,whole,,0,TO_IMPLEMENT,
Income Details,AW185,,D7,whole,,0,TO_IMPLEMENT,
Income Details,AO187,IncD.IntrstPayUs234C,D9,whole,,0,TO_IMPLEMENT,
Income Details,AP187,,D9,whole,,0,TO_IMPLEMENT,
Income Details,AQ187,,D9,whole,,0,TO_IMPLEMENT,
Income Details,AR187,,D9,whole,,0,TO_IMPLEMENT,
Income Details,AS187,,D9,whole,,0,TO_IMPLEMENT,
Income Details,AT187,,D9,whole,,0,TO_IMPLEMENT,
Income Details,AU187,,D9,whole,,0,TO_IMPLEMENT,
Income Details,AV187,,D9,whole,,0,TO_IMPLEMENT,
Income Details,AW187,,D9,whole,,0,TO_IMPLEMENT,
Income Details,AN9,Sheet1.AadhaarEnrol,PAN,textLength,equal,28,TO_IMPLEMENT,
Income Details,AO9,,,textLength,equal,28,TO_IMPLEMENT,
Income Details,AP9,,,textLength,equal,28,TO_IMPLEMENT,
Income Details,AQ9,,,textLength,equal,28,TO_IMPLEMENT,
Income Details,AR9,,,textLength,equal,28,TO_IMPLEMENT,
Income Details,AS9,,,textLength,equal,28,TO_IMPLEMENT,
Income Details,AT9,,,textLength,equal,28,TO_IMPLEMENT,
Income Details,AU9,,,textLength,equal,28,TO_IMPLEMENT,
Income Details,AV9,,,textLength,equal,28,TO_IMPLEMENT,
Income Details,AW9,,,textLength,equal,28,TO_IMPLEMENT,
Income Details,AN8,Sheet1.Aadhaar,PAN,textLength,equal,12,TO_IMPLEMENT,
Income Details,AO8,,,textLength,equal,12,TO_IMPLEMENT,
Income Details,AP8,,,textLength,equal,12,TO_IMPLEMENT,
Income Details,AQ8,,,textLength,equal,12,TO_IMPLEMENT,
Income Details,AR8,,,textLength,equal,12,TO_IMPLEMENT,
Income Details,AS8,,,textLength,equal,12,TO_IMPLEMENT,
Income Details,AT8,,,textLength,equal,12,TO_IMPLEMENT,
Income Details,AU8,,,textLength,equal,12,TO_IMPLEMENT,
Income Details,AV8,,,textLength,equal,12,TO_IMPLEMENT,
Income Details,AW8,,,textLength,equal,12,TO_IMPLEMENT,
Income Details,E22,sheet1.StateCode1,State,list,lessThanOrEqual,StateList,TO_IMPLEMENT,
Income Details,AN20,sheet1.CityOrTownOrDistrict,Town / City / District,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AO20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AP20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AQ20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AR20,sheet1.Gender1,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AS20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AT20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AU20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AV20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AW20,,,textLength,lessThanOrEqual,50,TO_IMPLEMENT,
Income Details,AM35,,,,equal,,TO_IMPLEMENT,
Income Details,AM36,,,,equal,,TO_IMPLEMENT,
Income Details,AM37,,,,equal,,TO_IMPLEMENT,
Income Details,AM38,,,,equal,,TO_IMPLEMENT,
Income Details,AM39,,,,equal,,TO_IMPLEMENT,
Income Details,AM40,,,,equal,,TO_IMPLEMENT,
Income Details,AM41,,,,equal,,TO_IMPLEMENT,
Income Details,AM33,,,,equal,,TO_IMPLEMENT,
Income Details,AM31,,,,equal,,TO_IMPLEMENT,
Income Details,AM22,,,,equal,,TO_IMPLEMENT,
Income Details,AO80,IncD.AnnualValue,(Select),whole,,-99999999999999,TO_IMPLEMENT,
Income Details,AP80,,,whole,,-99999999999999,TO_IMPLEMENT,
Income Details,AQ80,,,whole,,-99999999999999,TO_IMPLEMENT,
Income Details,AR80,,,whole,,-99999999999999,TO_IMPLEMENT,
Income Details,AS80,,,whole,,-99999999999999,TO_IMPLEMENT,
Income Details,AT80,,,whole,,-99999999999999,TO_IMPLEMENT,
Income Details,AU80,,,whole,,-99999999999999,TO_IMPLEMENT,
Income Details,AV80,,,whole,,-99999999999999,TO_IMPLEMENT,
Income Details,AW80,,,whole,,-99999999999999,TO_IMPLEMENT,
Income Details,AO56,IncD.Perquisites,,whole,,0,TO_IMPLEMENT,
Income Details,AP56,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ56,,,whole,,0,TO_IMPLEMENT,
Income Details,AR56,,,whole,,0,TO_IMPLEMENT,
Income Details,AS56,,,whole,,0,TO_IMPLEMENT,
Income Details,AT56,,,whole,,0,TO_IMPLEMENT,
Income Details,AU56,,,whole,,0,TO_IMPLEMENT,
Income Details,AV56,,,whole,,0,TO_IMPLEMENT,
Income Details,AW56,,,whole,,0,TO_IMPLEMENT,
Income Details,AO78,IncD.GrossRentRecieved,(Select),whole,,0,TO_IMPLEMENT,
Income Details,AP78,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ78,,,whole,,0,TO_IMPLEMENT,
Income Details,AR78,,,whole,,0,TO_IMPLEMENT,
Income Details,AS78,,,whole,,0,TO_IMPLEMENT,
Income Details,AT78,,,whole,,0,TO_IMPLEMENT,
Income Details,AU78,,,whole,,0,TO_IMPLEMENT,
Income Details,AV78,,,whole,,0,TO_IMPLEMENT,
Income Details,AW78,,,whole,,0,TO_IMPLEMENT,
Income Details,AO79,IncD.TaxPaidLocalAuthorities,(Select),whole,,0,TO_IMPLEMENT,
Income Details,AP79,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ79,,,whole,,0,TO_IMPLEMENT,
Income Details,AR79,,,whole,,0,TO_IMPLEMENT,
Income Details,AS79,,,whole,,0,TO_IMPLEMENT,
Income Details,AT79,,,whole,,0,TO_IMPLEMENT,
Income Details,AU79,,,whole,,0,TO_IMPLEMENT,
Income Details,AV79,,,whole,,0,TO_IMPLEMENT,
Income Details,AW79,,,whole,,0,TO_IMPLEMENT,
Income Details,AA50,,,,,,TO_IMPLEMENT,
Income Details,P50,sheet1.ReceiptNo,Receipt Number,textLength,equal,15,TO_IMPLEMENT,
Income Details,Q50,,,textLength,equal,15,TO_IMPLEMENT,
Income Details,R50,,,textLength,equal,15,TO_IMPLEMENT,
Income Details,S50,,,textLength,equal,15,TO_IMPLEMENT,
Income Details,T50,,,textLength,equal,15,TO_IMPLEMENT,
Income Details,U50,,,textLength,equal,15,TO_IMPLEMENT,
Income Details,V50,,,textLength,equal,15,TO_IMPLEMENT,
Income Details,W50,,,textLength,equal,15,TO_IMPLEMENT,
Income Details,X50,,,textLength,equal,15,TO_IMPLEMENT,
Income Details,Y50,,,textLength,equal,15,TO_IMPLEMENT,
Income Details,Z50,,,textLength,equal,15,TO_IMPLEMENT,
Income Details,AA52,,Date of filing of original return,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,P52,sheet1.NoticeNo,Unique Number/ Document Identification Number (DIN),textLength,lessThanOrEqual,100,TO_IMPLEMENT,
Income Details,Q52,,,textLength,lessThanOrEqual,100,TO_IMPLEMENT,
Income Details,R52,,,textLength,lessThanOrEqual,100,TO_IMPLEMENT,
Income Details,S52,,,textLength,lessThanOrEqual,100,TO_IMPLEMENT,
Income Details,T52,,,textLength,lessThanOrEqual,100,TO_IMPLEMENT,
Income Details,U52,,,textLength,lessThanOrEqual,100,TO_IMPLEMENT,
Income Details,V52,,,textLength,lessThanOrEqual,100,TO_IMPLEMENT,
Income Details,W52,,,textLength,lessThanOrEqual,100,TO_IMPLEMENT,
Income Details,X52,,,textLength,lessThanOrEqual,100,TO_IMPLEMENT,
Income Details,Y52,,,textLength,lessThanOrEqual,100,TO_IMPLEMENT,
Income Details,Z52,,,textLength,lessThanOrEqual,100,TO_IMPLEMENT,
Income Details,AN52,sheet1.NoticeDate,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AO52,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AP52,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AQ52,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AR52,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AS52,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AT52,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AU52,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AV52,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AW52,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AY52,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,AZ52,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BA52,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BB52,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BC52,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BD52,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BE52,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BF52,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BG52,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,AY53,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,AZ53,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BA53,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BB53,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BC53,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BD53,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BE53,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BF53,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,BG53,,,,lessThanOrEqual,,TO_IMPLEMENT,
Income Details,AN7,sheet1.PAN,PAN,textLength,equal,10,TO_IMPLEMENT,
Income Details,AO7,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AP7,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AQ7,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AR7,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AS7,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AT7,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AU7,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AV7,,,textLength,equal,10,TO_IMPLEMENT,
